"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Deaf1",0.00643212971073474,0.451480065158402,0.195,0.19,1
"Smim10l1",0.00670118389367901,0.801118697899338,0.221,0.272,1
"Bcl11b",0.00683946738858119,-0.651812578575784,0.178,0.07,1
"Fyttd1",0.00689003126748312,1.0883906162648,0.17,0.196,1
"Hes6",0.00690174820258879,0.887571021364122,0.242,0.273,1
"Tm4sf1",0.00690565526670204,-0.759242212700532,0.143,0.013,1
"Clca4",0.0069291263876396,-0.849193039421389,0.287,0.237,1
"Znf865",0.00700799779312084,0.839821985907351,0.109,0.119,1
"Akr7a3",0.00717215607830937,1.0083825633156,0.377,0.381,1
"Pigr",0.00732324917935595,2.8002465781503,0.193,0.279,1
"Bpnt1",0.0073977816481492,-1.22000736330536,0.305,0.267,1
"C1h11orf86",0.00751929239002468,-2.32763989787566,0.211,0.114,1
"Itln1",0.00760838439857209,-3.11644091387123,0.119,0.195,1
"Abtb1",0.00771139322359986,-0.318534041575742,0.197,0.153,1
"Rps17l2",0.00771571120775911,-1.79362894013724,0.119,0.117,1
"Pkn3",0.00791229515476297,0.869799698255014,0.117,0.057,1
"Reep5",0.00791229721605936,1.13830955675573,0.211,0.248,1
"Ndrg4",0.00809079032700232,-3.56804876155071,0.172,0.069,1
"Rsrc2",0.00813144603113013,-0.568434251717814,0.221,0.119,1
"LOC100911576",0.00814957559030361,2.07228543201603,0.25,0.399,1
"Rpap3",0.00815411127354037,-0.463174552677957,0.115,0.092,1
"Nubp2",0.00862898758029274,1.00067260987674,0.246,0.336,1
"Med4",0.00868644938085994,0.34434865694487,0.168,0.114,1
"AABR07060872.1",0.00873531739101197,-0.781629929990323,0.418,0.341,1
"Optn",0.0088364834319051,0.340964832866679,0.596,0.527,1
"Rps10",0.00909334983645,0.27710550684312,0.152,0.228,1
"Derpc",0.00912843406739347,0.91107178139509,0.143,0.255,1
"Sap30bp",0.00915356609832665,0.486438141953497,0.146,0.195,1
"Tspan1",0.00947557726028116,2.06232332455716,0.154,0.235,1
"Ptgr1",0.00953804668288259,-0.45042397758724,0.307,0.295,1
"Lpcat3",0.00998570421661118,-0.779632149408438,0.402,0.374,1
"Fkbp1a",0.00999658810175754,-1.29302633398786,0.199,0.314,1
"Nptn",0.0100074805789805,-0.539101780555038,0.279,0.344,1
"Srsf1",0.0102220257275114,2.35031774177436,0.195,0.305,1
"Tmem147",0.010339239821337,0.436601726677391,0.162,0.294,1
"Hsd17b13",0.010401112922376,1.81158689390564,0.348,0.372,1
"Col6a1",0.0106173931010037,-0.675361625619744,0.164,0.314,1
"Rpl5l1",0.0106865275602958,0.63505047177365,0.17,0.227,1
"Mmd",0.0108493840982101,-0.453122481185521,0.619,0.534,1
"Fktn",0.0109316340110587,-0.2504429675756,0.236,0.237,1
"Atp13a1",0.0109552372015486,0.648172349181406,0.219,0.319,1
"Pick1",0.0109611425177855,1.54039198330743,0.154,0.126,1
"Ppip5k1",0.0109611425177855,-0.493243481123504,0.129,0.143,1
"Polr2e",0.0110025789533713,1.11006666813602,0.23,0.352,1
"Rps18",0.0110144400622529,-6.48106807100072,0.154,0.201,1
"Txnl4b",0.0111817224512869,-0.664321644416349,0.213,0.086,1
"Dgkz",0.0113269039744065,0.803290685434707,0.227,0.359,1
"Xpo1",0.0113573590847183,0.811129434217201,0.191,0.24,1
"Selenoo",0.0113817768689485,0.685018241881942,0.201,0.275,1
"Phb2",0.0117788320265915,-2.21059912248274,0.195,0.28,1
"Atp5mk-ps2",0.0123185852480413,-1.83964818137443,0.283,0.331,1
"Rpl27al3.1",0.0123645377034083,-1.03554863989826,0.162,0.238,1
"Insig1",0.0125765192701546,0.649847234155729,0.385,0.48,1
"Atp2a3",0.0133300957979168,1.10038816471105,0.301,0.324,1
"Ctsd",0.0134855032723253,-0.525670921563259,0.111,0.116,1
"Ubxn6",0.0138446774975791,1.4007348220037,0.207,0.27,1
"Erp29",0.0139760340858741,0.898113131319878,0.172,0.342,1
"Sulf1",0.0140568445162529,-3.15928600003139,0.164,0.013,1
"Bin2",0.0141528829049728,-0.487383122923393,0.203,0.091,1
"Mrs2",0.0143092453539727,0.511525422500648,0.115,0.082,1
"Csrp1",0.0143242167584125,-0.790334854684324,0.104,0.146,1
"Slc51b",0.0143466979444647,-2.57927557163571,0.262,0.134,1
"Prap1",0.014596067394438,-0.61208208806562,0.592,0.498,1
"Ahr",0.0146189195724264,0.71301904374605,0.203,0.124,1
"Fkbp4",0.0147106696541197,1.541749532508,0.123,0.299,1
"Sf3b4",0.0152481295390734,0.318888146482611,0.178,0.289,1
"Nup210",0.0153036057736955,-1.84889304386088,0.146,0.087,1
"Tpcn1",0.01544708393838,0.682434404141514,0.211,0.258,1
"Lap3",0.0155032055841014,-1.00454344891294,0.662,0.688,1
"Scn1b",0.0155192638245407,-1.26995971180423,0.162,0.044,1
"Serpinb6a",0.0158109716580322,-1.09133140672326,0.492,0.54,1
"Nsg1",0.0159010555424098,-1.05014509824784,0.158,0.049,1
"Ramp3",0.017351817215388,-1.17877427466651,0.191,0.124,1
"Pls1",0.0174852601244072,-1.34453296231513,0.35,0.448,1
"Fsd1l",0.0177638367155073,-0.482746699537277,0.213,0.154,1
"Mt2A",0.0180554758473765,-0.568158180568499,0.34,0.133,1
"Phyh",0.0182213635720253,0.340325337043671,0.373,0.394,1
"Csf2ra",0.0182583995075336,-1.10644309751332,0.164,0.081,1
"Rpl10a",0.0183048018637204,-0.493131978897051,0.178,0.295,1
"Ddx39a",0.0183792518771377,0.582511730399231,0.199,0.332,1
"Ltbp2",0.0187080904210314,-1.37805756711257,0.246,0.07,1
"Itm2b",0.0187839818370333,-0.731430472862063,0.438,0.389,1
"Dpysl2",0.0188792129304331,0.720956486003248,0.146,0.102,1
"Rnps1",0.0189652830777292,0.429473760889594,0.184,0.272,1
"Ascc1",0.019099850932407,1.66299537107829,0.213,0.279,1
"Lcp1",0.0191481094407924,-1.4703614128144,0.188,0.049,1
"Lgals3",0.0192255504583536,-0.524858405724281,0.52,0.565,1
"Wfikkn1",0.0193812559589271,-0.564609234913229,0.18,0.069,1
"Usp34",0.019547901094402,0.352962795229589,0.205,0.23,1
"Cdh17",0.0198550072847357,-0.780759146469685,0.701,0.727,1
"Rps24-ps15",0.0199249307952825,1.14567475502685,0.201,0.263,1
"AABR07057436.1",0.019954963214536,-1.42142123147276,0.32,0.332,1
"Rpl21.1",0.0205023693893308,-4.32261189484058,0.195,0.257,1
"Tmem208",0.0206567332470129,1.05949982563158,0.352,0.376,1
"Slc2a2",0.0209580409150151,-0.270211913773824,0.467,0.381,1
"Kif16b",0.0212843566663374,0.358623073853454,0.158,0.111,1
"Tra2b",0.021379918857822,-0.720011365530277,0.152,0.29,1
"Hdgfl2",0.0219611744215014,-0.673394854294248,0.104,0.107,1
"Pnrc2",0.0220047785536036,1.03622824024505,0.266,0.381,1
"Nudt16l1",0.0220921966637958,0.793368389400737,0.158,0.228,1
"Mat2a",0.0228588339244163,-0.871378912214212,0.17,0.213,1
"Slc25a38",0.0232908244345142,-1.41882868197067,0.154,0.141,1
"Prkcz",0.0241169969261883,1.51389071844872,0.354,0.461,1
"Setdb1",0.0242828628652063,-0.360044478641858,0.121,0.089,1
"Guca2b",0.0244258325218003,-0.711144817213014,0.4,0.362,1
"Dpagt1",0.0244856076285208,0.757031124525446,0.199,0.168,1
"Higd1a",0.0248712293805871,-0.614667671651456,0.469,0.466,1
"Minpp1",0.0261103706450308,-0.523400621153871,0.375,0.47,1
"Rbm6",0.0261483544056644,0.434616019490129,0.223,0.26,1
"Mfsd4b2",0.0268662124645195,-0.335638768985756,0.236,0.183,1
"Hnmt",0.0272446043637829,1.17410752850743,0.131,0.141,1
"Slc46a1",0.0277074042027683,-1.6040488163903,0.445,0.461,1
"Tubg1",0.0280286501956842,0.464559981627047,0.168,0.096,1
"Msantd4",0.0281229505765781,-0.818793444634082,0.16,0.096,1
"Pcsk6",0.0287907308379829,-1.26107482408701,0.236,0.143,1
"Ipo8",0.0288734502150435,1.52487527398845,0.248,0.309,1
"Ldhal1",0.0296270155265218,0.522375561680783,0.555,0.493,1
"Prrc2a",0.0297967454526374,1.62447977849215,0.236,0.289,1
"Arhgef1",0.0306434971296452,0.985420845847444,0.324,0.352,1
"Ptges3",0.0311113326051045,0.622360012253536,0.209,0.319,1
"Mrpl17",0.0312735623244706,1.04790968469536,0.197,0.334,1
"Tifa",0.0314365083692166,-0.817051944880371,0.299,0.267,1
"Hspg2",0.0316300329196907,-0.453227861331586,0.26,0.356,1
"Itpr1",0.0320201338677853,-1.16275900731488,0.164,0.081,1
"Slc40a1",0.0320956189884246,-0.842537078728319,0.146,0.089,1
"Pfdn6",0.0338428700511814,0.674651075279035,0.127,0.136,1
"Ets2",0.0357701808768672,0.38642330642557,0.301,0.384,1
"Cstpp1",0.0358864009747736,-1.93585630171994,0.127,0.005,1
"Mdh2",0.0361700262586429,-1.09398473259697,0.441,0.391,1
"Cspp1",0.0368448857568478,-0.38621601887368,0.174,0.138,1
"Sntg2",0.0369640799257976,-0.694368108432742,0.121,0.029,1
"B3galt5",0.037015271437853,1.72771846890306,0.299,0.26,1
"Psma1",0.0370494272143601,0.373609442950325,0.203,0.273,1
"Mbd6",0.0370494280488823,0.681267372115313,0.336,0.383,1
"B2m",0.0377382327222938,-0.569370905405069,0.674,0.711,1
"Cavin2",0.0379295380201831,-1.75907473939716,0.188,0.023,1
"Rpl24",0.0383322475256269,-0.303037846556552,0.252,0.312,1
"Ifi27l2a",0.0384731655860919,-1.65571726674797,0.682,0.577,1
"Selenom",0.0386676418103119,-0.53293597016454,0.238,0.319,1
"Rpl38-ps8",0.0387208267050347,1.47167580858782,0.184,0.341,1
"Gpatch8",0.039023381084791,0.728930732867769,0.322,0.378,1
"Ldhb",0.0401804818838986,-2.33828553233857,0.168,0.025,1
"Cdk10",0.0402354309860926,0.80202982956129,0.16,0.186,1
"Uqcrq",0.040308799840037,-8.92559911674425,0.322,0.27,1
"Mxd1",0.0403822706355838,-0.872457654390556,0.383,0.465,1
"Mfn2",0.0405295569093773,1.2796172205231,0.328,0.396,1
"Madd",0.040825498729097,-0.499030430778506,0.133,0.138,1
"Cltb",0.0414604643763806,0.482363347246648,0.211,0.22,1
"mrpl9",0.0422754711254971,0.769865705711352,0.314,0.374,1
"Armc5",0.0424094189946678,1.53616404988967,0.285,0.351,1
"Rpl35",0.0432596329481058,-2.17670158474599,0.205,0.22,1
"Ighm",0.0440730141431542,-0.73063490834359,0.371,0.309,1
"Fth1-ps5",0.0441440178877367,1.02630946978269,0.357,0.465,1
"Pltp",0.0441836677047345,-3.09327652261136,0.17,0.045,1
"Plau",0.0445020108276961,-2.36864456126889,0.264,0.042,1
"Tff3",0.0452858963457999,-1.97030961474906,0.457,0.433,1
"Kifc2",0.0456315149642213,2.5065486888793,0.307,0.329,1
"Me2",0.0461229282780878,1.74774594905604,0.367,0.315,1
"Cbx4",0.0466187790315212,0.448423411719291,0.119,0.114,1
"Ugt2a3",0.0468058767218013,-1.71593696418129,0.203,0.032,1
"Ezh1",0.0472659040875335,0.458901279384371,0.248,0.24,1
"Akr1a1",0.0473079167465709,2.01636806001533,0.297,0.287,1
"Reg3b",0.0475817332974792,-2.34116948712825,0.43,0.391,1
"Ace",0.0482187075536293,-0.399868457847469,0.504,0.445,1
"Me1",0.0487980905846672,-0.545618963193496,0.447,0.441,1
"Zfp330",0.0492744859810516,-0.554515127808719,0.229,0.163,1
"Ivns1abp",0.0497547937998535,0.895389831891969,0.344,0.379,1
"Laptm4a",0.050062477279013,0.611507031375002,0.262,0.394,1
"Apoc2",0.0506826374297125,-0.777382692625701,0.729,0.72,1
"Lrg1",0.0507940371226951,-1.33215204312286,0.1,0.065,1
"Il15",0.0518741192824874,0.54635540295475,0.383,0.441,1
"Ilkap",0.0522383883166175,0.378096311425918,0.215,0.28,1
"Pcyt2",0.0525359332109208,1.07596290989728,0.566,0.523,1
"Hnrnpf",0.0529502492828718,1.61238026431179,0.336,0.347,1
"Cps1",0.0530658205849625,-0.411703396885917,0.205,0.206,1
"Apoa4",0.0539194945877521,-0.485737760816546,0.525,0.606,1
"Mrpl37",0.0543982821680998,0.641821362914283,0.221,0.235,1
"Srcap",0.0546349078977366,0.712663272695154,0.184,0.272,1
"Atg16l1",0.0549914449847084,-0.683406376893675,0.18,0.117,1
"Litaf",0.0567299586992975,-0.423178916470519,0.418,0.465,1
"Gip",0.0572445858078964,-0.715452135147455,0.309,0.374,1
"LOC100362709",0.0577154033685637,-0.861348344804011,0.289,0.376,1
"Ada",0.0581866729268078,-0.728952704856076,0.518,0.586,1
"Fth1",0.0586647121786379,-1.40076434765684,0.389,0.371,1
"Car4",0.0588662085504751,-0.417795319336292,0.367,0.376,1
"Bclaf1",0.0592455667223589,1.63902771523602,0.225,0.24,1
"Rpl4",0.059729000743397,-1.6733263317441,0.236,0.206,1
"Npc1l1",0.0615383719888341,-0.367085132412547,0.562,0.51,1
"Sec61b",0.0620109094425626,-1.37958644790659,0.367,0.354,1
"Zmiz2",0.062301150751166,-0.842619938496602,0.229,0.262,1
"Chchd10",0.0626987512519056,-0.559203757992192,0.26,0.265,1
"Irf6",0.0633660723890929,0.861656832755781,0.299,0.404,1
"Map3k7",0.0645003905712721,-0.421260585552832,0.225,0.282,1
"Tysnd1",0.0645275974973444,1.5675024456285,0.141,0.114,1
"Nudt5",0.0646365423526882,0.508891217654291,0.426,0.433,1
"Inpp5d",0.0657342599233991,-1.13207794565346,0.164,0.116,1
"Tubb5",0.0658172243428414,-0.905179440285879,0.186,0.243,1
"Atg4b",0.066233238932091,-1.18447827726175,0.098,0.138,1
"Dynll1",0.0663167116959419,0.61058445057282,0.309,0.334,1
"LOC100365839",0.0666234864085884,-1.44650114839209,0.205,0.216,1
"Nub1",0.0677489112272085,0.513346992519433,0.309,0.441,1
"Ube2i.1",0.0679758582580518,1.28479545122014,0.234,0.334,1
"Acads",0.0681464830865162,1.21126416967124,0.287,0.369,1
"Ezr",0.0688899253016159,0.484446502219972,0.451,0.393,1
"Bnip2",0.0689761322498263,1.52854572854725,0.246,0.273,1
"Tomm5",0.0690336466455968,-0.390894250094834,0.111,0.109,1
"Tnfsf12",0.0698140494156445,-1.38602178625733,0.234,0.035,1
"Slc39a13",0.0713670219116142,-0.607656084607554,0.129,0.037,1
"Hnrnph3",0.0724379480298909,-0.477253697169416,0.229,0.379,1
"Serhl2",0.0727677706710152,2.20811260544904,0.178,0.191,1
"Rps4x-ps9",0.0728880180232893,-0.772187919030968,0.162,0.317,1
"Cox7a2l2",0.0731893374767377,-0.526071556677883,0.188,0.067,1
"Capn13",0.0736432400654697,0.978169414898613,0.252,0.337,1
"Gpx2",0.0738254469935736,-2.38842287536245,0.332,0.267,1
"Heg1",0.0769796361273553,-0.893889877641111,0.676,0.74,1
"Dennd1a",0.0772946758817392,-0.725079255966838,0.141,0.012,1
"Taf10",0.0775791411856095,0.547345757793986,0.182,0.369,1
"Rabggta",0.0790142059828981,1.3064467322134,0.25,0.151,1
"Cyp2j3",0.0798207591726537,-1.03424049907345,0.504,0.445,1
"Flywch1",0.0802427841370097,0.871001624035354,0.234,0.067,1
"Cox10",0.0805034035092443,0.366531937792046,0.102,0.082,1
"Max",0.0810267161688719,-0.397028063892695,0.408,0.535,1
"Rnf167",0.0810923207211388,0.901389483165827,0.352,0.43,1
"Commd3",0.0813551615237345,0.8648932530842,0.162,0.121,1
"Krt8",0.0821478955651997,-1.34638886786472,0.473,0.433,1
"Pom121",0.0824135050742196,0.996596285896489,0.176,0.111,1
"Cdc14a",0.0831475791468091,0.862978218005007,0.295,0.391,1
"Cdhr2",0.0841571083786066,-0.405908855316638,0.586,0.522,1
"Tdg",0.0846315900478393,1.04539043368845,0.145,0.154,1
"Cldn7",0.0858960501066583,-0.798328940306637,0.471,0.52,1
"Zfp513",0.0876289632292084,1.70109898112322,0.309,0.324,1
"Myo7b",0.0889647578148327,0.443452712019691,0.584,0.525,1
"Pik3cd",0.0892480439133379,-0.425609812817668,0.221,0.173,1
"Cpsf7",0.0894609966108902,0.632314318234792,0.193,0.228,1
"Wnt5a",0.0897099445884971,-1.3930132545969,0.225,0.065,1
"Eif1ad",0.0899951642310235,-0.949109950290232,0.164,0.232,1
"Dgcr6",0.0912876420333469,1.04524653216388,0.273,0.408,1
"AABR07002969.1",0.0916493090489578,0.255065452057553,0.449,0.423,1
"Rplp0",0.0919757273106636,-2.04065223049583,0.236,0.233,1
"Naaladl1",0.0930341166225655,-0.359315602216762,0.42,0.394,1
"Gstp1",0.0936590570122152,-1.33475266016092,0.27,0.235,1
"Spns1",0.0936959080037524,0.847050417832406,0.223,0.317,1
"Anpep",0.0938435029345573,-0.517008498956315,0.566,0.512,1
"Ddx39b",0.0942503009656499,0.870740039223128,0.32,0.327,1
"Lamb2",0.0945470270053278,-1.01275516984848,0.139,0.059,1
"Hsd17b11",0.0957040025304518,-0.772187558122244,0.521,0.46,1
"Ncl",0.0964941595832819,0.382967562463599,0.143,0.28,1
"Cry2",0.0968722476790996,-0.661178550239633,0.197,0.119,1
"Elf3",0.0975177566555453,0.350479683514896,0.443,0.488,1
"ENSRNOG00000068039",0.100484565519846,-0.537918776114148,0.211,0.292,1
"Cck",0.100835987512297,-2.21679379152139,0.188,0.109,1
"Itpa",0.10103166224215,0.541657384562859,0.297,0.396,1
"Wdr81",0.101699141266065,-0.421122219112712,0.111,0.082,1
"Cgref1",0.102766505967513,-1.60483078255718,0.375,0.361,1
"Calr",0.10304467532522,0.514987160945765,0.283,0.287,1
"Srrm1",0.103164066304532,0.407608391701149,0.174,0.26,1
"Hspe1",0.104364113410315,2.95138424326024,0.154,0.242,1
"Mbnl2",0.107659654015471,1.02805249755062,0.197,0.213,1
"Snx17",0.108444490449626,0.711247453151113,0.271,0.149,1
"Adam15",0.108900936239476,-0.57825652508048,0.305,0.339,1
"Jun",0.109108889526824,-0.887579050294761,0.391,0.419,1
"Sltm",0.110741931151875,0.565744263840942,0.154,0.183,1
"Bcar3",0.111248270771173,0.813207749127419,0.387,0.527,1
"Ube2s",0.113592362583641,1.24669181836843,0.217,0.282,1
"Rchy1",0.113721334661797,-1.01985694239721,0.25,0.206,1
"Rpl36l3",0.114800586895481,0.341973080821831,0.189,0.327,1
"Nenf",0.115104201036488,-1.00571192713313,0.109,0.131,1
"Tspan8",0.116062588330364,0.790267997820135,0.207,0.213,1
"Apoa1",0.116587979230644,-0.866448356124931,0.65,0.708,1
"RT1-T24-4",0.118131003897325,-1.08657678570305,0.297,0.164,1
"Tsen54",0.119019909842978,-0.69518660752452,0.156,0.086,1
"Rps27a",0.119287614986734,1.24153284752836,0.182,0.235,1
"Tm6sf2",0.119511058478946,-0.387302338595906,0.514,0.455,1
"Atp5mc3",0.120543096877483,-0.745324467342323,0.309,0.282,1
"Lix1l",0.120948805444937,-0.579314674708072,0.141,0.022,1
"Pigt",0.123176587618721,2.4719724799316,0.209,0.29,1
"Prickle4",0.124048994353998,-1.19717937380811,0.252,0.277,1
"Cyp3a62",0.124694518737508,-0.66991148471945,0.471,0.498,1
"Dmap1",0.126321112624315,-0.485813978125007,0.18,0.131,1
"Elmo3",0.127728142051867,0.579272938357637,0.377,0.463,1
"Rcsd1",0.128909914152972,-1.45978050994281,0.248,0.096,1
"Mep1b",0.128957393380464,-0.346313436909428,0.408,0.393,1
"Acox1",0.129766086261226,-0.259045158705173,0.482,0.448,1
"Lime1",0.130147984907702,0.416168228176563,0.141,0.065,1
"Tmsb4x",0.130817166297883,-0.792614112382329,0.59,0.661,1
"Apob",0.131636202426344,-0.377705069473259,0.654,0.664,1
"Cd63",0.133722245624349,-0.602730215003548,0.338,0.406,1
"Pttg1ip",0.133722249053314,-1.22562524196985,0.385,0.445,1
"Brd7",0.135883197610259,0.520810775023724,0.209,0.287,1
"Eif3h",0.137721154737067,1.4032968632864,0.27,0.361,1
"Map4k3",0.138923541334123,0.830792501879192,0.211,0.203,1
"Slc25a22",0.139477340432244,0.482823644305859,0.379,0.396,1
"Ugt1a5",0.139729630431184,0.521525389613502,0.354,0.317,1
"Rps16",0.141199812802493,-1.53413356402893,0.219,0.25,1
"Srrt",0.142476719915006,1.56124349625343,0.232,0.29,1
"Lta4h",0.144020706772013,-0.805683078232163,0.25,0.342,1
"Pygl",0.144901288127544,-0.551401200529821,0.164,0.096,1
"Slc35c2",0.144953238360388,0.342869026677492,0.43,0.443,1
"Aamp",0.147199646310688,-0.957635309729523,0.35,0.403,1
"Pip4p1",0.15166464764589,-0.27279205707764,0.295,0.163,1
"Srsf6",0.153826777736447,0.800652010953512,0.213,0.324,1
"Sf3b2",0.154971224399536,1.03934084762447,0.238,0.3,1
"Pcolce",0.155463666432779,-0.894363317338579,0.197,0.039,1
"Creb3l4",0.157445385146716,-0.797923213777706,0.248,0.416,1
"Idh1",0.161353395695145,-0.379098823428886,0.295,0.28,1
"Phgr1",0.163904112931351,3.41558050162055,0.307,0.314,1
"Cfap20",0.164246469509194,-1.18494564811003,0.115,0.171,1
"Rbfox2",0.165104769757093,-0.816588396524883,0.141,0.161,1
"Srsf11",0.165736327241457,0.542798785301313,0.188,0.258,1
"Tpm1",0.165851370409509,-3.13523132874536,0.268,0.326,1
"Calu",0.166254422551039,1.09788706687466,0.281,0.399,1
"Psme3ip1",0.167932087513957,1.41670579251656,0.268,0.247,1
"Baz1b",0.169096472194094,1.22347922300673,0.188,0.188,1
"Myo5c",0.171561408040691,0.99617509359327,0.277,0.297,1
"Gnas",0.174710174797003,-1.42066874069973,0.293,0.384,1
"Sectm1b",0.174889683573129,-0.873134011642472,0.494,0.49,1
"Stfa3",0.175009219758419,-1.07652608708025,0.238,0.164,1
"Kmt5a",0.176089962907357,1.0559121398364,0.238,0.317,1
"Tpcn2",0.176390985663479,1.89634159906475,0.295,0.354,1
"Dhrsx",0.177235905354235,2.15958770265637,0.287,0.356,1
"Serbp1",0.177538384374211,0.831072687068657,0.174,0.297,1
"Pomp",0.178023167943877,0.754843929943919,0.4,0.435,1
"Anks1a",0.178205208522641,-0.36070614277342,0.219,0.324,1
"Mafg",0.178265915024662,0.516133018170988,0.219,0.272,1
"Klhdc4",0.178448145073561,1.68950223492792,0.242,0.302,1
"Myo18a",0.178508926557053,0.658069635552171,0.469,0.508,1
"Mtdh",0.179361367150071,0.814018705684414,0.219,0.23,1
"Ndfip2",0.181013932267619,-0.949671715494127,0.438,0.508,1
"Oat",0.181013939002693,3.23243441305357,0.285,0.262,1
"Mt-co1",0.181075204207623,-0.603759052478919,0.52,0.487,1
"Bst1",0.181259710424514,-1.25007309017241,0.568,0.542,1
"Arrdc1",0.181690427008894,1.11031568287252,0.381,0.445,1
"Camta2",0.182121897707391,1.84183936842816,0.395,0.391,1
"Akap8",0.182183587897825,1.25896859941857,0.15,0.195,1
"Cox19",0.182801443915637,-0.306003743889773,0.182,0.191,1
"Klhl25",0.18280144584611,-0.439617400767466,0.221,0.191,1
"Tns2",0.183917516000135,1.38527433881359,0.252,0.359,1
"Abcc6",0.185163493533374,0.445987565727804,0.332,0.334,1
"Uqcrh",0.185976719698697,0.483449230112813,0.287,0.289,1
"Rpsa",0.186478493280107,-1.10375946709151,0.311,0.347,1
"Mrpl15",0.187421969825496,0.966713943190653,0.254,0.275,1
"Mall",0.187548044180587,-0.523349773256708,0.619,0.587,1
"Sema4c",0.187989729227633,-1.46473772644107,0.129,0.062,1
"Rps6.1",0.189319525354844,-0.315184124578783,0.195,0.228,1
"Slc6a8",0.189827915340373,-1.06763976804033,0.471,0.431,1
"Slc28a2",0.192942108577891,-1.2546417003857,0.453,0.498,1
"Rps24-ps18",0.193028193443363,-0.261683709623034,0.203,0.216,1
"Ackr1",0.195291838668363,-2.8239943611134,0.268,0.007,1
"Mbnl1",0.197182161495257,1.72207088791309,0.279,0.381,1
"Eps8l3",0.197509428155776,-0.547376028465463,0.516,0.535,1
"Arfgap2",0.200870235374933,0.787887454679142,0.16,0.277,1
"Iqcb1",0.202132902384998,-1.26369347035712,0.332,0.012,1
"Pfn1",0.205550814617039,0.530116455374906,0.5,0.53,1
"Lypd8",0.205888146122784,0.258535461175879,0.396,0.399,1
"Nelfcd",0.206496339581275,-0.272924551858236,0.262,0.292,1
"Mt-co2",0.207309340806154,-1.06610556588014,0.41,0.445,1
"Mt-nd4",0.207852611588343,-0.283063525614922,0.381,0.436,1
"Acsl3",0.207920590460376,-0.766032953223873,0.426,0.487,1
"Abcb9",0.208328808330778,-0.364978472017549,0.266,0.299,1
"Btg2",0.210859070039894,-0.514744073106945,0.359,0.438,1
"Cd69",0.211340245132224,-0.976797630597005,0.291,0.052,1
"Mgst2",0.212788600370781,0.512032976571552,0.35,0.341,1
"Arhgap45",0.213896857084969,-0.3728718148166,0.156,0.126,1
"Hnrnph2",0.214035714640189,0.681958064647022,0.318,0.406,1
"Fam43a",0.218230817239056,-0.772591477554449,0.475,0.465,1
"Wars1",0.218442106010333,1.06180399863207,0.125,0.2,1
"Mmgt2",0.220066924686876,0.533373068981933,0.121,0.133,1
"Plin2",0.220563173213611,-0.856045403281525,0.535,0.498,1
"Uqcc3",0.221914097789085,0.575412154527736,0.16,0.158,1
"Cycs-ps9",0.222913315204518,-1.68530167377654,0.264,0.129,1
"Rnf187",0.223056334505268,1.59197763666626,0.211,0.332,1
"Wee1",0.22650822705205,-0.903132671644393,0.145,0.039,1
"Grk6",0.226508244464137,1.33520100795689,0.299,0.426,1
"Slc25a5",0.227739865210484,-2.68919997903351,0.242,0.101,1
"Crip1",0.227739901102516,-0.709138388216559,0.707,0.678,1
"Cyp2d3",0.227957719594314,-1.71166256175981,0.32,0.275,1
"Fam171a1",0.231683777024216,-2.3138591742588,0.107,0.029,1
"Tmem259",0.236420569814659,-1.32448702461501,0.361,0.396,1
"Agr2",0.23664427388095,-2.03555702230453,0.289,0.374,1
"Lct",0.238214395969613,-0.610655530550501,0.439,0.433,1
"Col15a1",0.23903973185225,-1.14541777592969,0.199,0.072,1
"Zyx",0.239114889425731,0.913492714494519,0.141,0.238,1
"Pigk",0.242437269943481,1.06387487924157,0.188,0.181,1
"Lmbr1l",0.242892834742931,1.76535850561553,0.225,0.309,1
"Cyp3a9",0.243105080828254,-0.474983836260465,0.5,0.552,1
"Zc3h18",0.24871533652687,0.583866746130997,0.152,0.129,1
"Il33",0.248715339657678,-1.1798747318013,0.184,0.081,1
"Ptgs1",0.249024456234545,-0.72806738161112,0.213,0.133,1
"Kdm2a",0.251040352574862,1.1867932668175,0.281,0.284,1
"Mtres1",0.251040358846446,0.263699300803908,0.168,0.146,1
"Sgk2",0.252286557714946,0.34127654132679,0.451,0.411,1
"Ifit1bl",0.255735802015282,-0.630831020684051,0.434,0.542,1
"Vamp8",0.2562875621357,-0.643475560455602,0.695,0.686,1
"Nsmce4a",0.260172936535103,0.884657485273999,0.178,0.201,1
"Rpp25l",0.262732235116277,0.579671132332056,0.23,0.097,1
"Crls1",0.264098915678653,0.328131925631434,0.217,0.284,1
"Ahsa1",0.264501808233841,2.19924848619524,0.137,0.2,1
"Adamtsl5",0.265147316382828,-0.475285063722776,0.348,0.329,1
"Atp5pb",0.265308878669967,0.578898105717566,0.277,0.282,1
"Itgb1",0.267171547797695,-1.18469295911594,0.279,0.324,1
"Gem",0.267333920901901,-1.97702635805037,0.186,0.035,1
"Cep295nl",0.268798530216638,-1.20393816339856,0.113,0.077,1
"Stom",0.270596107875323,-1.04389949069487,0.477,0.557,1
"Acsf2",0.272401883022072,-0.494057290592913,0.492,0.51,1
"Kdm4b",0.274133224577329,0.315022426098658,0.162,0.042,1
"Pla2g12b",0.274133237276724,-0.652673056068903,0.408,0.428,1
